permno,fyear,label,ret,acc,agr,cfp,ep,ni,op,rsup,cash,chcsho,cashdebt,pctacc,lev,sgr,sp,invest,roe,lgr,roa,depr,egr,chato,chtx,noa,rna,ato,dy,roic,chinv,pchsale_pchinvt,pchsale_pchrect,pchgm_pchsale,pchsale_pchxsga,pchdepr,pchcapx,grcapx,grGW,currat,quick,salecash,salerec,saleinv,pchsaleinv,grltnoa,conv,operprof,capxint,chpm,alm,hire,herf,bm_ia,me_ia
15417,2018.0,0,0.1026093289256096,0.0533127344956963,0.2524717136024556,0.2539726265724172,0.1480270619560424,0.095117964522618,0.3237254469212093,0.9078206353172052,0.1706302275544663,0.0997885835095135,0.2105940081922523,22.763,1.0516665228580884,0.2873165786244065,4.06747344638576,0.2248991683620659,0.2797782168121853,-0.2268851321203707,0.0015072370878678,0.1561785465752063,1.484800203938563,-0.1096692470566522,-0.0173823036013848,57.93503951172502,0.105309169766574,2.4830403695469694,0.0404966973597282,0.0825043382643506,0.0690212995416554,0.0599146457079766,0.1478811006967773,0.1432330535888945,-0.1535943944604799,0.22850769677882,7.551204819277109,2.7453825857519787,0.7233594220349188,2.3142757451899114,1.45334463164191,10.073319415448852,7.8020826595951105,6.984020379805466,0.0488142018528629,0.1233926236976588,0.0,0.4674016952393088,0.0899734579883532,-0.0169020376168906,0.4696872999597431,-0.0502599653379547,0.5537576994671624,1.6221485427046856,0.0178344903099204
89031,2018.0,1,0.0679216012358665,-0.0011645684527364,0.215517520302844,0.005944607049195,0.0023261117385705,0.0122514472243717,0.1262332481307183,0.0337516266918038,0.2424255867878099,0.0123268036311514,0.0893258106416328,-4.853999999999985,0.0762421429226739,0.2816566944397844,0.1535841297286512,0.1950978383178208,0.034509039817613,0.3409389118051462,3.9759676197709686e-05,0.2598485820608238,0.1097237686230845,0.1711928910443094,-0.0131074226263018,218.65486309825536,0.0774596626875133,2.013951229875348,0.0,0.040207694860333,0.0374089117295459,-0.0232714075090689,-0.138907842123333,0.0169831813997075,-0.117802705786683,1.083736043992668,1.101876134758927,0.7356321839080461,0.3004622496147919,1.9008059286706809,1.4796387216303843,4.1943465053009135,6.1322417237442925,7.561816782140108,-0.0178334786984156,0.0244144253782805,0.0,0.1400840358411537,0.0338128270658391,-0.0493365750927141,0.0840107458651793,0.2153163152053273,0.7591264623907851,0.3181170936960016,0.1276171141476424
11154,2018.0,0,-0.071428507566452,0.0009481485053166,0.0329131702262646,0.1842672603737202,0.024266362383348,0.0085706870713586,0.1556442226427881,-0.0605790423611105,0.3017464836196137,0.0086075205640423,0.6264876277129175,-67.26899999999998,0.2873872874522645,-0.0677993447180301,0.8329257933132154,1.2986277999771316,0.0184835077277392,-0.0448053663241049,8.53203269722389e-06,0.1617591279472792,0.0481458071436714,-0.0192871589647111,0.0004836749582855,712.5562023127352,0.0472824724331299,0.6686698290202752,0.0,0.0590093270409869,0.0015699187310565,-0.1412561627969215,-0.2047223552107112,-0.0427783091618452,0.0346300312539465,-0.0063176866684529,0.8339083095698647,-0.1160016533215421,0.0,5.492124828800627,5.202272060262181,1.4631405001607032,4.279130269654387,19.013542589545622,-0.1315899814672753,0.1145520220640387,1.0,0.1635867859108652,0.0915502316753946,-0.0664280712038906,0.1449386293097392,-0.0359477124183006,0.4828309142993022,2.015339831639693,0.0725331437258459
13556,2018.0,0,-0.3260136842727661,0.0457516339869281,-0.0951308534596568,-1.258587347299012,-1.3404180191889006,1.5272391951288853,-1.5821165345570856,0.0203056793545488,0.0503776175763817,-0.5394555478980014,-1.6071733561058923,4.134000000000001,0.4660578979999144,0.0470157657657657,0.4521965360453122,0.1255727265667469,-2.8798328108672937,-0.5763704686118479,0.1245251901935574,0.0980335032774945,0.8996865203761757,0.0617070520724133,0.0,10.857575910538168,-1.020303738726418,0.3447673636492411,0.6049146993346136,-1.265354630157825,-0.0596334953931935,0.5897137855677459,0.1689119282939823,-0.0657650396690874,-0.0136581901403107,-0.0383595151370339,-0.8269896193771626,-0.7841105354058722,0.0,0.5886153846153847,0.3612307692307692,6.335604770017036,9.560411311053985,5.032476319350473,1.2895500371819724,0.1170858983244324,0.0,-2.972048066875654,0.0203840352236128,1.95411815754986,-0.0751917486237396,-0.2340425531914894,0.1149816454917795,0.965078072965914,0.0010046383934193
14296,2018.0,0,0.249443307518959,0.0163530340114218,-0.0206530816769667,0.5192604090657011,0.4495995949823111,0.8545375702834395,-0.1837927483315281,0.033629623100286,0.0229049945850068,-0.7649712713441774,0.3275495733569524,26.754,1.225835440250336,0.016342342812613,2.0914510435597102,0.1171246033071655,-4.191188040912667,-0.3696663392001137,0.0036055372638084,0.2872374082510757,-6.347900722408983,0.2532674014200836,-0.3937614832136296,228.6981491565057,-0.0792933042060678,1.2507336061048775,0.0,-0.0748858885853675,0.0347499255979749,-0.2533765702139384,-0.992171589075932,-0.0244658896397879,-0.0091305907163627,0.4480002991780257,-0.7634912857842795,-0.8079131373998067,0.0,1.8056533191668327,0.7227792903468578,50.741250930752045,13.130154142581889,5.571881196214305,-0.1995532771973759,0.3290451336880345,0.0,0.9829053715757118,0.0142569628745142,0.8214564026221718,0.269720635630248,-0.0485762144053601,0.223410702807205,1.1512203207885927,0.0393377729918507
76135,2018.0,0,-0.0622985959053039,0.0018749689635899,0.0799127521773016,0.0646877362936819,0.0329404847886098,0.006289961863874,0.1562829844400611,0.2264883580006566,0.1610521063815921,0.0063097852149112,0.1605801063291588,-35.281000000000006,0.4191204496954538,0.1889337421961276,1.4252597122754502,0.4849315210738336,0.0779897696131324,0.0842449146710537,3.4891594729584863e-06,0.1634562046841327,0.0667277660645515,0.2214591988731489,-0.0008653248746865,1505.0718150887276,0.0650589447594578,2.11141283204482,0.0098776642568525,0.0468822132985726,0.02178100814952,-0.1080346326003224,0.0447898988213408,-0.1153777485416738,0.1729190772865749,0.0347385266778325,-0.2558535781026713,0.5322890966296202,0.0,1.8802485677747016,1.626214377497047,9.916589825066504,6.231281954017479,17.960333289279237,-0.0832978156597516,0.0327378335627555,0.0,0.16695147112602,0.0375516824479514,0.0003959332478645,0.2145195680022607,0.0588235294117647,0.0778813654754409,0.3668121099638557,1.0447471621685358
88839,2018.0,1,0.1500000059604645,0.0030908276772247,0.014745047093212,0.0141123919870481,-0.0042181130161702,0.0166144998614856,0.0392510369532428,-0.0128689020227436,0.0524260658046344,0.0167532882320489,0.0904050106992799,4.027999999999997,0.1387539742914545,-0.0252485146525578,0.4968205668363665,0.1632440959495198,-0.0119812732007313,-0.200033737243105,0.0001530451030217,0.9079710144927536,0.1205606958834285,0.0279132681772122,-0.0227532130097898,103.46597749733216,0.0027944609292271,0.998965854005344,0.0,0.0083380781887841,0.0121792386669048,-0.0953061443193081,-0.0563675290054093,0.0052205918356297,-0.0187169083202207,-0.0800482227702876,-0.3840830449826989,-0.6993243243243242,0.0484625584828243,3.385442632291147,1.8646820027063595,17.771149485435203,6.275067750677507,4.771320189200581,-0.0890663658451643,0.0460208457113382,0.0,0.0461382902099839,0.0081982691519397,0.0327168159968535,0.3801451809345519,-0.0022988505747126,0.1361114526088721,1.2207925259444146,0.0200741156266605
76095,2018.0,0,-0.0011695728171616,-0.0215948700210201,0.0905562388957223,0.1020631565905132,0.064006569937854,-0.0087990311272569,0.2389644254051034,0.0191553745373247,0.0677477567797884,-0.0087604329447008,0.2323612236238089,229.89999999999992,0.4401161219988853,0.0798178416351891,0.259144005461162,0.0939592729260626,0.3525925234517198,0.0039812148503177,-1.1504558041992332e-06,0.9144951140065146,0.299621972277967,0.0379186817061353,0.0533688670220035,7435.752535192018,0.0890171324888392,0.4522265485083234,0.0,0.0786933727651566,0.0072717048889116,-0.127317214790002,-0.1136944626153701,-0.0175486137849093,-0.0186837008945595,-0.1021707831669009,0.2219873150105708,0.2016632016632015,0.1160759334006054,0.7926025194317877,0.6148485660680783,5.658157602663708,5.733458294283037,9.224366706875754,-0.1054705636393653,0.1359779297360198,0.0,0.4191440705651749,0.007557234941098,0.13021323982839,0.1661774109699544,0.1687605475342208,0.4759230378798697,1.4528651762122342,0.5257023954753163
52716,2018.0,0,0.0123383663594722,0.0102684067963555,0.062476539039039,0.0609921581491008,0.0236601403272934,0.0016575555616507,0.2843511450381678,0.0156730719982445,0.0511846666813875,0.0016589300662048,0.1112834431950368,276.3,0.5601750738717214,0.0333308225369086,0.4859006513173285,0.1553350225225225,0.1088657105606258,0.0451346439781925,3.770985568701763e-07,0.5931344963421498,0.1067470664928292,0.0332554819465465,0.0082582582582582,4296.697954204204,0.0843672230207881,0.6808186758886366,0.0082527136171547,0.0796130085091502,0.007233232809944,-0.0956374314313452,-0.0913051704741569,0.0014566884998835,0.0151452470047739,-0.0068161312371838,0.17046818727491,-0.1962077493816982,0.0995680836553761,1.7704569606801277,1.338545620160923,11.836496980155305,4.736233385119973,9.643936731107203,-0.0847122415490299,0.0940041633015209,0.0,0.3763852672750976,0.0221815244963656,0.0019548948220175,0.1968663067659478,0.0,0.542675614152049,0.8992184775289218,1.2132804129967665
51692,2018.0,0,0.0,-0.0007392729761862,-0.0839337098882434,0.3303299007977241,0.058875889967259,0.0009132420726034,0.2482616997514134,-0.1515398358317786,0.1752889673826488,0.0009136592051164,0.1247443352141847,-56.33100000000009,2.5054866407544685,-0.0163658100922859,9.107997881962383,0.5791038119660958,0.0398112509759338,-0.1021769191404108,1.1306691931024677e-06,0.2998484060257206,-0.0495089511964607,-0.0710309970783216,-0.0105078746788568,636.5902795694843,0.040205187416568,2.613390945925791,0.1129003174720517,0.0393741953716205,-0.067276988520336,0.1171484151980056,0.018325843862824,-0.0395178535984463,-0.0195080307919909,0.0480598415916121,0.205246599216858,0.027715052206975,0.0,2.3352774228373585,0.8700833723416367,13.285088529240134,81.2010474513522,5.176496661294037,0.135199467339499,0.0495554973656695,0.0,0.2359705233744703,0.0659266646485919,-0.0100137304451819,0.451468807548076,-0.0975609756097561,0.3273698120820087,1.5772341300306698,0.0445908420611833
